Date,Open,High,Low,Close,Volume
09/12/1989,1.00000E+003,1.00000E+003,1.00000E+003,1.00000E+003,0.00000E+000
09/13/1989,9.89725E+002,9.89725E+002,9.89725E+002,9.89725E+002,0.00000E+000
09/14/1989,9.80802E+002,9.80802E+002,9.80802E+002,9.80802E+002,0.00000E+000
09/15/1989,9.88700E+002,9.88700E+002,9.88700E+002,9.88700E+002,0.00000E+000
09/18/1989,9.93827E+002,9.93827E+002,9.93827E+002,9.93827E+002,0.00000E+000
09/19/1989,9.88609E+002,9.88609E+002,9.88609E+002,9.88609E+002,0.00000E+000
09/20/1989,9.91109E+002,9.91109E+002,9.91109E+002,9.91109E+002,0.00000E+000
09/21/1989,9.92435E+002,9.92435E+002,9.92435E+002,9.92435E+002,0.00000E+000
09/22/1989,1.00141E+003,1.00141E+003,1.00141E+003,1.00141E+003,0.00000E+000
09/25/1989,9.92478E+002,9.92478E+002,9.92478E+002,9.92478E+002,0.00000E+000
09/26/1989,9.94488E+002,9.94488E+002,9.94488E+002,9.94488E+002,0.00000E+000
09/27/1989,1.00020E+003,1.00020E+003,1.00020E+003,1.00020E+003,0.00000E+000
09/28/1989,1.01610E+003,1.01610E+003,1.01610E+003,1.01610E+003,0.00000E+000
09/29/1989,1.02671E+003,1.02671E+003,1.02671E+003,1.02671E+003,0.00000E+000
10/02/1989,1.03444E+003,1.03444E+003,1.03444E+003,1.03444E+003,0.00000E+000
10/03/1989,1.05146E+003,1.05146E+003,1.05146E+003,1.05146E+003,0.00000E+000
10/04/1989,1.05667E+003,1.05667E+003,1.05667E+003,1.05667E+003,0.00000E+000
10/05/1989,1.05415E+003,1.05415E+003,1.05415E+003,1.05415E+003,0.00000E+000
10/06/1989,1.05650E+003,1.05650E+003,1.05650E+003,1.05650E+003,0.00000E+000
10/09/1989,1.05881E+003,1.05881E+003,1.05881E+003,1.05881E+003,0.00000E+000
10/10/1989,1.05571E+003,1.05571E+003,1.05571E+003,1.05571E+003,0.00000E+000
10/11/1989,1.04780E+003,1.04780E+003,1.04780E+003,1.04780E+003,0.00000E+000
10/12/1989,1.04235E+003,1.04235E+003,1.04235E+003,1.04235E+003,0.00000E+000
10/13/1989,9.76543E+002,9.76543E+002,9.76543E+002,9.76543E+002,0.00000E+000
10/16/1989,9.97290E+002,9.97290E+002,9.97290E+002,9.97290E+002,0.00000E+000
10/17/1989,9.89116E+002,9.89116E+002,9.89116E+002,9.89116E+002,0.00000E+000
10/18/1989,9.93567E+002,9.93567E+002,9.93567E+002,9.93567E+002,0.00000E+000
10/19/1989,1.01099E+003,1.01099E+003,1.01099E+003,1.01099E+003,0.00000E+000
10/20/1989,1.01533E+003,1.01533E+003,1.01533E+003,1.01533E+003,0.00000E+000
10/23/1989,1.00576E+003,1.00576E+003,1.00576E+003,1.00576E+003,0.00000E+000
10/24/1989,9.97001E+002,9.97001E+002,9.97001E+002,9.97001E+002,0.00000E+000
10/25/1989,9.99692E+002,9.99692E+002,9.99692E+002,9.99692E+002,0.00000E+000
10/26/1989,9.90354E+002,9.90354E+002,9.90354E+002,9.90354E+002,0.00000E+000
10/27/1989,9.71738E+002,9.71738E+002,9.71738E+002,9.71738E+002,0.00000E+000
10/30/1989,9.68153E+002,9.68153E+002,9.68153E+002,9.68153E+002,0.00000E+000
10/31/1989,9.82842E+002,9.82842E+002,9.82842E+002,9.82842E+002,0.00000E+000
11/01/1989,9.86779E+002,9.86779E+002,9.86779E+002,9.86779E+002,0.00000E+000
11/02/1989,9.80541E+002,9.80541E+002,9.80541E+002,9.80541E+002,0.00000E+000
11/03/1989,9.78949E+002,9.78949E+002,9.78949E+002,9.78949E+002,0.00000E+000
11/06/1989,9.61848E+002,9.61848E+002,9.61848E+002,9.61848E+002,0.00000E+000
11/07/1989,9.68190E+002,9.68190E+002,9.68190E+002,9.68190E+002,0.00000E+000
11/08/1989,9.84601E+002,9.84601E+002,9.84601E+002,9.84601E+002,0.00000E+000
11/09/1989,9.83073E+002,9.83073E+002,9.83073E+002,9.83073E+002,0.00000E+000
11/10/1989,9.84265E+002,9.84265E+002,9.84265E+002,9.84265E+002,0.00000E+000
11/13/1989,9.83167E+002,9.83167E+002,9.83167E+002,9.83167E+002,0.00000E+000
11/14/1989,9.75813E+002,9.75813E+002,9.75813E+002,9.75813E+002,0.00000E+000
11/15/1989,9.82011E+002,9.82011E+002,9.82011E+002,9.82011E+002,0.00000E+000
11/16/1989,9.87890E+002,9.87890E+002,9.87890E+002,9.87890E+002,0.00000E+000
11/17/1989,9.87464E+002,9.87464E+002,9.87464E+002,9.87464E+002,0.00000E+000
11/20/1989,9.82002E+002,9.82002E+002,9.82002E+002,9.82002E+002,0.00000E+000
11/21/1989,9.80660E+002,9.80660E+002,9.80660E+002,9.80660E+002,0.00000E+000
11/22/1989,9.82328E+002,9.82328E+002,9.82328E+002,9.82328E+002,0.00000E+000
11/24/1989,9.88119E+002,9.88119E+002,9.88119E+002,9.88119E+002,0.00000E+000
11/27/1989,9.92047E+002,9.92047E+002,9.92047E+002,9.92047E+002,0.00000E+000
11/28/1989,9.90786E+002,9.90786E+002,9.90786E+002,9.90786E+002,0.00000E+000
11/29/1989,9.80529E+002,9.80529E+002,9.80529E+002,9.80529E+002,0.00000E+000
11/30/1989,9.79476E+002,9.79476E+002,9.79476E+002,9.79476E+002,0.00000E+000
12/01/1989,9.90000E+002,9.90000E+002,9.90000E+002,9.90000E+002,0.00000E+000
12/04/1989,9.87085E+002,9.87085E+002,9.87085E+002,9.87085E+002,0.00000E+000
12/05/1989,9.75415E+002,9.75415E+002,9.75415E+002,9.75415E+002,0.00000E+000
12/06/1989,9.65411E+002,9.65411E+002,9.65411E+002,9.65411E+002,0.00000E+000
12/07/1989,9.58428E+002,9.58428E+002,9.58428E+002,9.58428E+002,0.00000E+000
12/08/1989,9.57887E+002,9.57887E+002,9.57887E+002,9.57887E+002,0.00000E+000
12/11/1989,9.55529E+002,9.55529E+002,9.55529E+002,9.55529E+002,0.00000E+000
12/12/1989,9.55066E+002,9.55066E+002,9.55066E+002,9.55066E+002,0.00000E+000
12/13/1989,9.55398E+002,9.55398E+002,9.55398E+002,9.55398E+002,0.00000E+000
