Date,Open,High,Low,Close,Volume
06/02/1976,1011.2417,1000.0000,985.7200,1000.0000,0.0000
06/03/1976,999.5750,1002.2681,973.2443,1002.2681,0.0000
06/04/1976,1001.8482,1031.2642,997.6459,1031.2642,0.0000
06/07/1976,1030.8436,1047.0628,1023.3580,1047.0628,0.0000
06/08/1976,1046.6310,1041.2188,1012.2491,1041.2188,0.0000
06/09/1976,1040.7818,1042.6781,1018.9761,1042.6781,0.0000
06/10/1976,1042.2446,1016.2782,1002.9782,1016.2782,0.0000
06/11/1976,1015.8454,974.2157,965.0326,974.2157,0.0000
06/14/1976,971.4794,943.9794,927.7686,943.9794,0.0000
06/15/1976,943.5776,957.1829,931.3606,957.1829,0.0000
06/16/1976,956.7948,941.2347,923.1286,941.2347,0.0000
06/17/1976,940.8421,896.5715,882.4602,896.5715,0.0000
06/18/1976,896.1859,892.2935,865.3067,892.2935,0.0000
06/21/1976,891.9264,878.5167,866.9119,878.5167,0.0000
06/22/1976,878.1518,898.6150,864.5096,898.6150,0.0000
06/23/1976,898.2564,903.9861,887.0575,903.9861,0.0000
06/24/1976,903.6198,889.4420,874.2138,889.4420,0.0000
06/25/1976,889.0738,890.8726,869.8001,890.8726,0.0000
06/28/1976,890.5106,897.9802,874.2837,897.9802,0.0000
06/29/1976,897.6177,886.4224,874.1857,886.4224,0.0000
06/30/1976,877.3801,866.5957,846.3106,866.5957,0.0000
07/01/1976,866.2349,883.4301,848.7905,883.4301,0.0000
07/02/1976,883.0774,869.7787,859.0375,869.7787,0.0000
07/06/1976,869.4190,883.6991,855.3894,883.6991,0.0000
07/07/1976,883.3452,875.9228,865.6850,875.9228,0.0000
07/08/1976,875.5634,871.7687,852.2893,871.7687,0.0000
07/09/1976,871.4128,846.2710,835.4601,846.2710,0.0000
07/12/1976,845.9173,823.6775,814.0080,823.6775,0.0000
07/13/1976,823.3354,828.7000,802.8104,828.7000,0.0000
07/14/1976,828.3688,821.7839,806.2622,821.7839,0.0000
07/15/1976,821.4523,838.8970,814.4744,838.8970,0.0000
07/16/1976,838.5695,851.0045,836.8956,851.0045,0.0000
07/19/1976,850.6715,860.1793,835.0688,860.1793,0.0000
07/20/1976,859.8419,873.9404,852.9164,873.9404,0.0000
07/21/1976,873.5991,871.0723,852.3741,871.0723,0.0000
07/22/1976,870.7251,867.9574,855.6287,867.9574,0.0000
07/23/1976,867.6107,864.3550,848.0763,864.3550,0.0000
07/26/1976,864.0089,863.7598,848.3161,863.7598,0.0000
07/27/1976,863.4146,878.0993,852.4632,878.0993,0.0000
07/28/1976,877.7542,888.6964,875.2095,888.6964,0.0000
07/29/1976,888.3461,891.4496,874.3810,891.4496,0.0000
07/30/1976,882.3116,869.0224,857.5573,869.0224,0.0000
08/02/1976,868.6681,874.9664,855.0636,874.9664,0.0000
08/03/1976,874.6219,850.4658,841.5662,850.4658,0.0000
08/04/1976,850.1196,843.0176,824.6503,843.0176,0.0000
08/05/1976,842.6817,856.7224,834.6930,856.7224,0.0000
08/06/1976,856.3901,857.8744,846.4944,857.8744,0.0000
08/09/1976,857.5371,864.9732,851.8363,864.9732,0.0000
08/10/1976,864.6359,841.5765,834.0573,841.5765,0.0000
08/11/1976,841.2370,849.6970,821.1751,849.6970,0.0000
08/12/1976,849.3672,845.4492,835.1648,845.4492,0.0000
08/13/1976,845.1168,844.3870,831.2505,844.3870,0.0000
08/16/1976,844.0569,839.6848,826.0828,839.6848,0.0000
08/17/1976,839.3558,830.4342,819.5836,830.4342,0.0000
08/18/1976,830.1079,835.8111,815.6127,835.8111,0.0000
08/19/1976,835.4893,863.5360,831.1744,863.5360,0.0000
08/20/1976,865.2167,888.7610,865.2167,888.7610,0.0000
08/23/1976,888.4274,899.1022,885.3033,899.1022,0.0000
08/24/1976,898.7588,917.0055,880.5120,917.0055,0.0000
08/25/1976,916.6581,896.0203,885.7013,896.0203,0.0000
08/26/1976,895.6660,914.3641,880.9183,914.3641,0.0000
08/27/1976,914.0185,909.6883,898.3217,909.6883,0.0000
08/30/1976,909.3362,893.4758,881.6475,893.4758,0.0000
08/31/1976,884.2678,862.1445,849.7662,862.1445,0.0000
09/01/1976,861.8009,832.9097,826.8800,832.9097,0.0000
09/02/1976,832.5787,835.9391,813.8565,835.9391,0.0000
09/03/1976,835.6200,826.4531,818.4927,826.4531,0.0000
09/07/1976,826.1332,808.7869,802.1335,808.7869,0.0000
09/08/1976,808.4709,810.5492,792.3060,810.5492,0.0000
09/09/1976,810.2405,822.7486,806.0712,822.7486,0.0000
09/10/1976,822.4399,816.5316,807.5510,816.5316,0.0000
09/13/1976,816.2187,824.6422,801.2437,824.6422,0.0000
09/14/1976,824.3322,832.6316,819.3525,832.6316,0.0000
09/15/1976,832.3188,824.8717,814.0614,824.8717,0.0000
09/16/1976,824.5560,798.6923,792.7602,798.6923,0.0000
09/17/1976,798.3797,777.2341,764.9560,777.2341,0.0000
09/20/1976,776.9319,775.8352,756.5345,775.8352,0.0000
09/21/1976,775.5423,742.4986,735.9337,742.4986,0.0000
09/22/1976,742.2072,749.8475,723.8293,749.8475,0.0000
09/23/1976,749.5696,760.8696,739.1066,760.8696,0.0000
09/24/1976,760.5895,763.1503,751.1995,763.1503,0.0000
09/27/1976,762.8665,752.7951,743.5807,752.7951,0.0000
09/28/1976,752.5102,780.9214,746.8279,780.9214,0.0000
09/29/1976,780.6402,792.8008,768.9218,792.8008,0.0000
09/30/1976,785.0546,787.9971,774.4166,787.9971,0.0000
10/01/1976,787.7011,811.7273,776.2493,811.7273,0.0000
10/04/1976,811.4333,814.7049,800.9174,814.7049,0.0000
10/05/1976,814.4028,833.1912,809.2359,833.1912,0.0000
